GENESIS-Tabelle: 46331-0004;;;;;;;;;
Umgeschlagene Güter (Seeverkehr): Deutschland, Monate,;;;;;;;;;
Güterabteilungen, Hauptverkehrsbeziehungen,;;;;;;;;;
Flagge des Schiffes;;;;;;;;;
Seeverkehrsstatistik;;;;;;;;;
Deutschland;;;;;;;;;
;;;;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter
;;;;Verkehr innerhalb Deutschlands;Verkehr innerhalb Deutschlands;Grenzüberschreitender Versand;Grenzüberschreitender Versand;Grenzüberschreitender Empfang;Grenzüberschreitender Empfang
;;;;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes
;;year;month;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge
;;;;t;t;t;t;t;t
NST7-12;Fahrzeuge;2016;Dezember;48458;9385;3888;491039;5321;207948
NST7-12;Fahrzeuge;2017;Januar;47479;4027;6259;484948;10163;217717
NST7-12;Fahrzeuge;2017;Februar;47341;607;5030;563973;6770;232172
NST7-12;Fahrzeuge;2017;März;67929;3601;5852;654944;8848;261962
NST7-12;Fahrzeuge;2017;April;76046;2700;5304;619681;9076;255684
NST7-12;Fahrzeuge;2017;Mai;79250;1136;4258;649256;5710;300881
NST7-12;Fahrzeuge;2017;Juni;80033;4377;3420;585556;4775;269818
NST7-12;Fahrzeuge;2017;Juli;90118;2241;4088;626511;3577;252967
NST7-12;Fahrzeuge;2017;August;90317;5600;4760;611306;2825;235507
NST7-12;Fahrzeuge;2017;September;83389;981;4499;600492;3882;274927
NST7-12;Fahrzeuge;2017;Oktober;66371;11792;4374;630697;2484;283062
NST7-12;Fahrzeuge;2017;November;57828;11425;5750;634537;2385;276544
NST7-12;Fahrzeuge;2017;Dezember;46875;2859;8923;603787;4284;290212
NST7-12;Fahrzeuge;2018;Januar;48497;3390;11946;563211;5917;257102
NST7-12;Fahrzeuge;2018;Februar;47952;1986;12685;613808;10557;251578
NST7-12;Fahrzeuge;2018;März;71410;2055;8331;681344;2059;321364
NST7-12;Fahrzeuge;2018;April;73915;4129;13711;676877;11959;297683
NST7-12;Fahrzeuge;2018;Mai;85202;572;16630;631232;16359;310521
NST7-12;Fahrzeuge;2018;Juni;70603;1941;13298;655087;10541;286663
NST7-12;Fahrzeuge;2018;Juli;86014;2504;12024;573792;12008;236646
NST7-12;Fahrzeuge;2018;August;89043;194;4923;552994;3126;248037
NST7-12;Fahrzeuge;2018;September;76730;3499;11594;573259;5647;259266
NST7-12;Fahrzeuge;2018;Oktober;72763;698;14652;624730;9954;338575
NST7-12;Fahrzeuge;2018;November;58733;890;15530;643483;5002;315958
NST7-12;Fahrzeuge;2018;Dezember;47285;841;12157;564995;3821;256027
NST7-12;Fahrzeuge;2019;Januar;2697;965;16774;548127;10825;310212
NST7-12;Fahrzeuge;2019;Februar;2290;4077;15935;618008;12643;288875
NST7-12;Fahrzeuge;2019;März;6985;2563;17717;698653;11513;361756
NST7-12;Fahrzeuge;2019;April;6194;1314;16075;626606;14429;292170
NST7-12;Fahrzeuge;2019;Mai;47690;3283;15161;650990;15058;353468
NST7-12;Fahrzeuge;2019;Juni;41095;2721;15121;589228;12374;302019
NST7-12;Fahrzeuge;2019;Juli;48737;1869;7926;610878;12857;316905
NST7-12;Fahrzeuge;2019;August;45115;-;12295;516906;9795;252479
NST7-12;Fahrzeuge;2019;September;47640;281;13244;524142;12312;282985
NST7-12;Fahrzeuge;2019;Oktober;40089;1155;11566;556193;11956;300306
NST7-12;Fahrzeuge;2019;November;45509;1867;11613;546425;12111;295537
NST7-12;Fahrzeuge;2019;Dezember;33002;6517;13002;514095;9202;272962
NST7-12;Fahrzeuge;2020;Januar;33249;1539;11888;384056;7063;286038
NST7-12;Fahrzeuge;2020;Februar;36978;12837;12820;487992;13964;248454
NST7-12;Fahrzeuge;2020;März;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;April;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;Mai;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;Juni;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;Juli;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;August;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;September;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;Oktober;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;November;...;...;...;...;...;...
NST7-12;Fahrzeuge;2020;Dezember;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;Januar;197;375;24075;128890;43865;332707
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;Februar;525;3660;26605;153065;31871;337304
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;März;593;885;22237;186959;35477;338755
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;April;215;1089;24323;159741;43299;382251
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;Mai;132;1339;25933;168412;57625;403638
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;Juni;95;1015;27708;152917;46321;375175
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;Juli;82;592;30507;157673;67221;374590
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;August;482;684;28403;161260;49878;423098
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;September;104;584;17901;151572;39669;421565
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;Oktober;200;349;22019;188866;43702;430830
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;November;164;129;16397;178369;36002;376160
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2011;Dezember;236;146;17787;182978;28405;356838
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;Januar;369;2014;21836;193944;34286;408943
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;Februar;213;2258;14614;187241;31269;421873
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;März;375;1351;21566;187763;42055;360470
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;April;202;1543;16371;207444;27914;326629
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;Mai;309;432;10199;185743;12551;415868
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;Juni;224;748;21150;183721;26916;383343
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;Juli;336;439;11782;207855;29397;388974
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;August;87;313;16750;229754;34778;364124
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;September;29;1578;18189;199452;33766;366936
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;Oktober;204;737;20196;208277;38264;366595
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;November;150;422;17477;196533;23884;339553
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2012;Dezember;296;914;20941;192977;32136;293484
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;Januar;168;763;15037;196253;24572;358318
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;Februar;160;551;18688;199722;21030;361918
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;März;227;854;17619;228508;35631;341278
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;April;161;211;16562;215058;31915;329390
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;Mai;180;941;14226;239625;36397;353674
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;Juni;107;557;21328;256199;21811;366013
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;Juli;101;447;16847;253376;28841;357455
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;August;35;84;16448;216062;29439;316907
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;September;55;107;19806;215033;26721;360613
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;Oktober;87;243;14102;221448;20896;366242
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;November;189;461;23803;211850;44124;336615
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2013;Dezember;142;399;15292;210158;25901;323608
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;Januar;144;1036;17174;183895;15711;304358
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;Februar;171;1267;16307;138279;19009;194534
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;März;284;1498;13317;162416;16750;207145
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;April;170;988;14031;174060;21123;219423
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;Mai;207;1557;21592;167905;20102;212281
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;Juni;134;1593;19465;154616;18442;201195
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;Juli;205;1874;23039;143835;16990;200932
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;August;387;2056;22699;149900;23058;214741
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;September;281;1452;15501;155202;14713;207630
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;Oktober;67;2079;25997;147688;20614;197212
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;November;163;369;20104;196355;14926;275902
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2014;Dezember;181;957;18265;122755;14664;158206
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;Januar;174;1876;14447;121876;21612;197551
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;Februar;296;1249;20135;168352;9015;277485
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;März;398;984;18661;137048;22265;189666
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;April;169;1196;13089;131781;7383;156099
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;Mai;117;820;14024;112733;16827;158735
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;Juni;136;588;14054;113132;16270;166299
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;Juli;161;515;10782;134576;7135;201311
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;August;180;510;14468;115804;15256;149950
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;September;95;402;13355;122258;16312;171974
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;Oktober;115;331;8083;111607;10322;182236
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;November;175;895;9551;112839;10487;136491
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2015;Dezember;185;1157;15811;119797;17466;171035
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;Januar;268;1248;5054;64863;6647;138131
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;Februar;117;1305;8901;67155;10683;127773
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;März;252;715;7976;78138;9126;122415
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;April;158;336;5396;64174;5239;103757
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;Mai;127;446;7598;70264;13546;124339
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;Juni;120;258;6253;75011;7071;131671
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;Juli;73;151;4219;73543;5030;122519
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;August;92;271;8538;69003;15955;118838
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;September;100;229;7048;61623;9030;116723
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;Oktober;116;419;9945;71099;6315;108207
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;November;166;593;9620;79105;11836;101361
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2016;Dezember;181;239;8711;59125;4647;109437
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;Januar;247;3105;10159;51244;11476;103521
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;Februar;153;592;8311;50815;6893;111421
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;März;333;865;7807;57537;5797;124699
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;April;148;414;5810;64020;9945;107414
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;Mai;234;688;7196;49088;5417;126963
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;Juni;175;1249;5321;47082;4444;112678
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;Juli;159;1624;5066;50959;2410;108480
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;August;81;2549;5301;51837;2498;112268
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;September;152;828;5084;48840;2487;109229
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;Oktober;90;404;5252;46408;2734;111029
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;November;188;202;5369;45095;2652;88880
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2017;Dezember;176;604;5473;46976;3465;105475
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;Januar;87;1337;6256;49326;2442;122715
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;Februar;171;377;5771;59823;1092;128474
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;März;202;1333;5615;68559;1403;145852
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;April;319;708;4023;62736;1589;111086
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;Mai;103;998;4421;55682;1673;126390
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;Juni;139;199;4044;62806;2377;128389
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;Juli;67;173;3200;65679;1687;52850
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;August;76;142;2986;65910;1650;122466
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;September;37;221;3843;58758;678;98245
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;Oktober;89;272;3950;58608;2144;136097
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;November;70;106;3451;59655;1082;106306
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2018;Dezember;137;3622;4232;58383;1700;58316
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;Januar;-;93;4029;61803;1468;141154
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;Februar;10;1268;3378;81120;6284;137685
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;März;18;352;3789;91564;2048;118675
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;April;16;120;2414;69465;4977;62019
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;Mai;166;-;4431;76348;4747;135749
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;Juni;174;251;4540;76149;2765;116761
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;Juli;187;-;3018;83074;4610;133716
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;August;119;-;4504;80712;4264;124923
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;September;157;-;4665;72533;4336;111474
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;Oktober;24;63;3198;65452;1726;57407
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;November;109;16;2275;68468;3401;101780
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2019;Dezember;12;-;3234;68941;1128;59799
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;Januar;124;-;3253;62085;2363;150840
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;Februar;120;-;3556;82788;5031;133477
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;März;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;April;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;Mai;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;Juni;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;Juli;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;August;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;September;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;Oktober;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;November;...;...;...;...;...;...
NST7-13;Möbel, Schmuck, Musikinstrumente, Sportgeräte etc.;2020;Dezember;...;...;...;...;...;...
NST7-14;Sekundärrohstoffe, Abfälle;2011;Januar;987;7123;6809;175021;10241;218455
NST7-14;Sekundärrohstoffe, Abfälle;2011;Februar;1752;2693;7193;215982;8477;177096
NST7-14;Sekundärrohstoffe, Abfälle;2011;März;2326;7715;8339;182868;7041;202009
NST7-14;Sekundärrohstoffe, Abfälle;2011;April;3513;3816;6467;193751;9271;186762
NST7-14;Sekundärrohstoffe, Abfälle;2011;Mai;12734;2220;10619;232871;13091;275472
NST7-14;Sekundärrohstoffe, Abfälle;2011;Juni;9359;4658;5996;181583;10651;242211
NST7-14;Sekundärrohstoffe, Abfälle;2011;Juli;5844;13676;11015;170179;17859;234178
NST7-14;Sekundärrohstoffe, Abfälle;2011;August;3791;1843;8151;225990;15278;220168
NST7-14;Sekundärrohstoffe, Abfälle;2011;September;2259;1248;6769;156006;12954;260975
NST7-14;Sekundärrohstoffe, Abfälle;2011;Oktober;3779;6200;9031;252141;14938;255282
NST7-14;Sekundärrohstoffe, Abfälle;2011;November;2579;339;6814;161902;7402;223458
NST7-14;Sekundärrohstoffe, Abfälle;2011;Dezember;1251;17682;6527;221378;7444;203200
NST7-14;Sekundärrohstoffe, Abfälle;2012;Januar;779;12031;7823;228276;9395;218785
NST7-14;Sekundärrohstoffe, Abfälle;2012;Februar;11277;22446;10120;266504;6583;218662
NST7-14;Sekundärrohstoffe, Abfälle;2012;März;1650;60768;11756;219831;9131;257465
NST7-14;Sekundärrohstoffe, Abfälle;2012;April;3643;16887;7579;241070;7186;220215
NST7-14;Sekundärrohstoffe, Abfälle;2012;Mai;12781;14284;6930;173920;6131;199448
NST7-14;Sekundärrohstoffe, Abfälle;2012;Juni;1790;15391;12562;228491;12306;202740
NST7-14;Sekundärrohstoffe, Abfälle;2012;Juli;2073;20687;10189;212328;9343;228769
NST7-14;Sekundärrohstoffe, Abfälle;2012;August;3068;5712;11515;257932;12990;290875
NST7-14;Sekundärrohstoffe, Abfälle;2012;September;17853;2250;12355;254521;12064;201682
NST7-14;Sekundärrohstoffe, Abfälle;2012;Oktober;1128;6873;14894;248412;5742;245935
NST7-14;Sekundärrohstoffe, Abfälle;2012;November;3327;544;12767;205637;7135;281209
NST7-14;Sekundärrohstoffe, Abfälle;2012;Dezember;1813;1009;21180;202088;7285;218389
NST7-14;Sekundärrohstoffe, Abfälle;2013;Januar;1585;27071;10755;173612;10600;226254
NST7-14;Sekundärrohstoffe, Abfälle;2013;Februar;731;2460;24902;177320;5723;181230
NST7-14;Sekundärrohstoffe, Abfälle;2013;März;1914;5116;8589;246473;6555;289615
NST7-14;Sekundärrohstoffe, Abfälle;2013;April;2768;12166;40434;211425;5993;269019
NST7-14;Sekundärrohstoffe, Abfälle;2013;Mai;2298;505;7707;231333;2740;169007
NST7-14;Sekundärrohstoffe, Abfälle;2013;Juni;2991;21939;16658;253784;8716;287653
NST7-14;Sekundärrohstoffe, Abfälle;2013;Juli;3223;12768;9219;274123;7513;254661
NST7-14;Sekundärrohstoffe, Abfälle;2013;August;2571;24819;7926;292730;6804;179378
NST7-14;Sekundärrohstoffe, Abfälle;2013;September;3703;1476;11259;214499;10895;141106
NST7-14;Sekundärrohstoffe, Abfälle;2013;Oktober;1923;1752;6236;213812;5628;241468
NST7-14;Sekundärrohstoffe, Abfälle;2013;November;3292;4396;11960;189777;4112;230991
NST7-14;Sekundärrohstoffe, Abfälle;2013;Dezember;1028;9058;7910;216706;7512;182821
NST7-14;Sekundärrohstoffe, Abfälle;2014;Januar;870;20900;19383;244525;4131;259988
NST7-14;Sekundärrohstoffe, Abfälle;2014;Februar;1916;18612;8814;181304;7903;223334
NST7-14;Sekundärrohstoffe, Abfälle;2014;März;2239;1554;5102;196644;9549;249083
NST7-14;Sekundärrohstoffe, Abfälle;2014;April;2112;73202;7133;205064;8914;213182
NST7-14;Sekundärrohstoffe, Abfälle;2014;Mai;2815;26184;18489;267456;6798;270942
NST7-14;Sekundärrohstoffe, Abfälle;2014;Juni;2705;8851;5439;328747;8555;265813
NST7-14;Sekundärrohstoffe, Abfälle;2014;Juli;1857;4938;11728;208309;10894;171737
NST7-14;Sekundärrohstoffe, Abfälle;2014;August;1189;1012;7311;180117;8379;293328
NST7-14;Sekundärrohstoffe, Abfälle;2014;September;1849;1757;4275;268371;5990;276507
NST7-14;Sekundärrohstoffe, Abfälle;2014;Oktober;2069;14184;14352;247302;7704;238818
NST7-14;Sekundärrohstoffe, Abfälle;2014;November;4264;6206;6704;221379;7550;273755
NST7-14;Sekundärrohstoffe, Abfälle;2014;Dezember;908;1384;4240;214086;5241;184400
NST7-14;Sekundärrohstoffe, Abfälle;2015;Januar;1199;43392;6758;297581;3175;167569
NST7-14;Sekundärrohstoffe, Abfälle;2015;Februar;1680;19405;12806;225066;5236;176318
NST7-14;Sekundärrohstoffe, Abfälle;2015;März;977;14561;19957;215806;9429;242337
NST7-14;Sekundärrohstoffe, Abfälle;2015;April;3632;9292;3274;228653;6238;293225
NST7-14;Sekundärrohstoffe, Abfälle;2015;Mai;3661;15938;7688;238559;10724;286807
NST7-14;Sekundärrohstoffe, Abfälle;2015;Juni;1225;5183;6590;235178;6784;219262
NST7-14;Sekundärrohstoffe, Abfälle;2015;Juli;5570;839;3055;230308;3761;214472
NST7-14;Sekundärrohstoffe, Abfälle;2015;August;3452;2351;7744;201004;3658;279912
NST7-14;Sekundärrohstoffe, Abfälle;2015;September;873;4490;5042;228211;2540;220488
NST7-14;Sekundärrohstoffe, Abfälle;2015;Oktober;2481;5246;4326;187181;2890;265587
NST7-14;Sekundärrohstoffe, Abfälle;2015;November;1494;12590;5126;140200;3356;216625
NST7-14;Sekundärrohstoffe, Abfälle;2015;Dezember;2151;16912;7357;227092;3633;204452
